100,NEM12,200312221300,MDA1,Ret1
200,NNNN123456,E1Q1,001,E1,N1,METSER123,kWh,30,20031225
300,20031219,18.023,19.150,17.592,24.155,18.568,22.304,19.222,19.032,19.090,22.237,24.350,22.274,20.193,16.615,19.575,20.391,16.459,20.527,21.438,19.327,21.424,16.656,17.616,18.416,16.666,19.961,18.120,18.023,18.588,21.759,17.841,19.548,18.486,21.391,15.656,16.634,16.377,14.246,17.451,15.742,18.038,18.470,14.936,17.987,15.751,19.750,16.202,14.733,A,,,20031220203500,20031221003500
300,20031220,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,V,,,20031220203500,20031221003500
400,1,31,A,,
400,32,48,E52,,
500,N,,20031220154500,0012300.5
300,20031221,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,E52,,,200312200000001,20031221003500
300,20031222,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,E52,,,200312200000001,20031221003500
300,20031223,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,E52,,,200312200000001,20031221003500
300,20031224,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,E52,,,200312200000001,20031221003500
300,20031225,17.695,18.972,16.847,20.662,20.694,20.278,17.550,18.275,20.220,21.073,22.586,23.091,22.053,18.649,21.463,21.536,18.642,21.843,22.837,18.894,20.759,18.974,18.714,18.357,16.858,20.079,20.648,19.761,20.035,22.139,20.196,19.199,16.695,20.547,15.331,16.888,17.213,15.653,16.840,16.958,17.133,18.711,17.288,19.315,14.873,18.728,16.901,13.580,E52,,,200312200000001,20031221003500
200,NNNN123456,E1Q1,002,Q1,,METSER123,kVArh,30,20031225
300,20031219,17.461,15.155,15.300,15.321,17.020,18.691,16.538,13.949,13.289,13.694,16.042,15.171,16.654,14.146,15.064,14.781,14.549,19.439,16.321,16.178,15.854,16.860,15.504,15.779,14.767,17.256,19.324,17.850,14.264,19.835,16.563,15.520,20.235,15.911,18.250,17.259,18.752,16.221,18.408,15.992,16.429,14.313,18.305,15.305,18.933,15.293,18.905,18.616,A,,,20031220203500,
300,20031220,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,V,,,20031220203500,
400,1,31,A,,
400,32,48,E52,,
500,N,,20031220154500,
300,20031221,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,E52,,,200312200000001,
300,20031222,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,E52,,, 200312200000001,
300,20031223,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,E52,,, 200312200000001,
300,20031224,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,E52,,, 200312200000001,
300,20031225,15.919,15.843,16.357,16.098,18.796,20.468,16.087,13.070,14.247,14.205,18.302,15.664,15.039,14.909,14.564,15.832,14.717,18.474,13.728,16.217,16.401,19.270,15.112,15.407,14.566,18.966,18.927,16.996,16.484,16.796,18.751,17.390,19.635,16.498,17.434,20.203,18.581,16.188,18.056,17.229,16.914,15.165,19.389,15.905,19.451,14.848,18.240,17.117,E52,,, 200312200000001,
900
